filename,Mouth,Nasal,Skin,Stool
ID_BFHWMT,0.99983656,2.7014836e-05,0.00013373818,2.6185712e-06
ID_BGAGEX,3.4072917e-05,4.875884e-06,0.99996054,5.514017e-07
ID_BGAQPG,0.0026322631,0.00021793827,0.99714166,8.073246e-06
ID_BGUKXP,5.162087e-07,0.99999845,9.997817e-07,6.642219e-08
ID_BGXBIY,1.7470628e-06,3.351969e-05,1.4585679e-06,0.9999633
ID_BGXNSA,1.2934014e-06,3.4553718e-06,1.9001629e-05,0.9999763
ID_BIVMAZ,0.99997497,2.8585662e-06,2.1893458e-05,2.475666e-07
ID_BIZXXH,1.3391748e-06,0.99999774,6.3979337e-07,3.2611354e-07
ID_BLOYRU,3.222219e-05,5.592845e-06,0.9999621,1.1631381e-07
ID_BMLXGW,8.6067155e-07,2.4310748e-06,0.99999654,1.200864e-07
ID_BMMBCB,2.2991875e-05,4.529217e-06,0.9999721,3.4645652e-07
ID_BMOTBZ,0.99997723,2.5907989e-06,1.9967829e-05,1.9450606e-07
ID_BMTDZO,7.644493e-07,0.9999982,6.672855e-07,3.9978622e-07
ID_BNMXEV,3.4706425e-06,1.1988823e-06,0.99999523,1.0163381e-07
ID_BNPBKM,9.868672e-08,1.5665046e-07,0.99999976,8.453379e-09
ID_BNZPZI,5.6334414e-07,0.9999987,3.8260575e-07,3.2973904e-07
ID_BPZJQD,3.7044032e-07,5.648931e-06,3.6640296e-07,0.99999356
ID_BQALZS,0.9493142,0.002245226,0.04833532,0.00010529285
ID_BRQVGL,0.00060124655,1.9677307e-05,0.9993773,1.7408216e-06
ID_BRXQMI,5.499009e-05,1.8473644e-05,0.9999262,3.077307e-07
ID_BSCLTL,0.99996066,5.570055e-06,3.322657e-05,5.505127e-07
ID_BSFZJR,6.549513e-05,0.9998919,3.364129e-05,9.02418e-06
ID_BSKTJR,1.2279008e-06,0.9987117,7.369404e-07,0.0012863145
ID_BSUSJN,0.91640484,0.002228981,0.08131933,4.6766647e-05
ID_BTVXGK,1.770527e-08,5.491204e-08,3.1256263e-08,0.9999999
ID_BTYEBT,1.7716226e-06,7.683544e-06,3.4428078e-06,0.9999871
ID_BUHWGN,0.99244237,2.5696456e-05,0.0075285975,3.400679e-06
ID_BUTTHJ,1.9281188e-05,1.1969883e-05,0.9999683,4.8930195e-07
ID_BWNYHM,1.2934221e-06,3.6976517e-06,2.7353324e-06,0.99999225
ID_BWUYYP,0.9998839,1.5536109e-05,9.9625155e-05,8.993192e-07
ID_BWVHUF,0.9999194,2.6199634e-05,5.1031737e-05,3.364618e-06
ID_BXBUWW,4.343294e-05,1.3461701e-05,0.9999429,2.5070239e-07
ID_BXGPNO,0.99759054,0.00016184941,0.0022396082,8.015165e-06
ID_BXLGGU,0.0012380761,0.00045648636,0.99827826,2.7155675e-05
ID_BYAFED,0.9800269,0.0011147512,0.01881821,4.0091774e-05
ID_BYCFRG,4.0939435e-06,3.455385e-06,1.2385462e-05,0.9999801
ID_BYTEUW,4.4336335e-05,0.9997315,5.9687576e-05,0.00016451156
ID_BYYXZS,3.3917888e-05,1.1935618e-05,0.999954,1.9882141e-07
ID_BZILSP,5.633439e-07,0.99999833,8.1225573e-07,3.2973892e-07
ID_BZSGLQ,0.9999089,3.5972796e-05,5.3595322e-05,1.4624064e-06
ID_BZUXXM,4.712552e-07,5.306361e-06,6.3231454e-07,0.99999356
ID_BZYPZI,1.293403e-06,2.2533375e-06,1.9001653e-05,0.99997747
ID_CAFLUD,0.99971765,2.2335493e-05,0.00025785994,2.1177163e-06
ID_CAMNHK,1.1619919e-06,0.999997,1.0142992e-06,7.725777e-07
ID_CCCVPZ,5.633438e-07,0.9999981,1.233506e-06,1.4296393e-07
ID_CCNTTA,3.0857439e-06,3.236283e-05,9.353816e-06,0.9999552
ID_CDWNJE,0.0016773889,0.00035648933,0.99795866,7.4138748e-06
ID_CEPPVK,0.9998759,3.961106e-05,8.348469e-05,9.866674e-07
ID_CFQAKO,3.8192704e-07,7.4417107e-06,8.7904436e-07,0.9999913
ID_CFTZNA,1.9700518e-07,2.4713815e-06,1.7984597e-07,0.99999714
ID_CFUAPP,1.9417755e-06,7.920279e-06,1.4292666e-06,0.9999887
ID_CGQXZL,5.162086e-07,0.99999833,8.1225573e-07,2.9461359e-07
ID_CHLDYV,3.3523054e-07,0.999998,1.5853552e-06,6.74122e-08
ID_CHLUGJ,8.177974e-05,1.9998946e-05,0.99989784,4.159164e-07
ID_CHVVYY,6.750218e-07,4.3121026e-06,7.434479e-07,0.9999943
ID_CIGUQR,0.99841833,0.000119084216,0.0014549104,7.715145e-06
ID_CIQIKP,2.799563e-07,6.595503e-06,3.475511e-07,0.9999927
ID_CIVPPF,7.0048696e-07,0.99999774,1.1022183e-06,4.4745053e-07
ID_CIZFBU,2.6518245e-07,1.9653748e-06,3.42681e-07,0.9999974
ID_CJIVXL,1.3589943e-07,6.5419306e-07,0.99999917,4.161857e-08
ID_CKYLDD,3.3227772e-07,2.6404962e-06,1.4707966e-07,0.9999969
ID_CKZWMZ,0.99990654,2.674665e-05,6.473267e-05,1.9770487e-06
ID_CMCJKR,4.6312107e-07,2.7061303e-06,3.7396754e-07,0.9999964
ID_CMJWBS,0.101727895,0.00026076185,0.8980059,5.4230427e-06
ID_CMXVYQ,0.9932153,0.00011582155,0.006664676,4.2256934e-06
ID_CMYHXL,1.7985818e-05,6.5519175e-06,0.9999753,1.3625956e-07
ID_CNJEMU,1.1530664e-06,0.9999908,1.2181061e-06,6.789976e-06
ID_CNVJTD,2.7552035e-06,0.00010739139,2.5152244e-06,0.99988735
ID_CNYSMN,1.3217209e-07,3.5247724e-06,2.847334e-07,0.99999607
ID_COAYXA,7.8465956e-07,0.99999607,2.6035118e-06,5.0121747e-07
ID_CPQIGO,6.270396e-06,2.6668429e-06,0.99999094,1.3173249e-07
ID_CPWFIE,3.1601834e-07,6.391955e-06,9.0688374e-08,0.9999932
ID_CQPBJZ,0.99995923,8.2097695e-06,3.2127286e-05,3.9975004e-07
ID_CRIKEW,2.8311363e-06,0.00012875743,2.5743639e-06,0.9998658
ID_CRRLME,5.322162e-08,6.6410865e-07,1.0874577e-07,0.99999917
ID_CRUQTU,0.0012887026,0.00013802468,0.99856734,5.862735e-06
ID_CTBHHY,0.0015368946,0.00017027267,0.9982893,3.541143e-06
ID_CTHPWQ,1.8512902e-07,5.4968464e-06,2.7343918e-07,0.99999404
ID_CURUPB,8.563089e-07,0.99999785,8.3883384e-07,5.086892e-07
ID_CURZNU,0.99998915,2.240432e-06,8.366228e-06,1.8825628e-07
ID_CVBFDK,1.0802494e-06,2.4971969e-05,1.8076078e-06,0.9999721
ID_CWNXOC,5.7748997e-07,4.0328025e-05,4.9850826e-07,0.99995863
ID_CXKMII,7.4902607e-07,4.7914313e-05,1.818831e-06,0.9999496
ID_CXKXTY,0.9999759,5.373026e-06,1.823914e-05,5.208115e-07
ID_CXYITK,7.417271e-06,5.1060088e-06,0.9999871,3.4541853e-07
ID_CYIBFB,0.00011661489,2.734177e-05,0.9998554,5.68624e-07
ID_CYRXBM,2.0548687e-06,0.99999726,2.788446e-07,3.4919722e-07
ID_CZJPWJ,7.517659e-07,3.044523e-05,2.414675e-06,0.9999664
ID_CZUTBP,0.0016769004,3.5694946e-05,0.99828666,7.2622174e-07
ID_DAKOMQ,0.9878868,0.00018099074,0.011921787,1.0476774e-05
ID_DBPGZB,7.432468e-05,5.492604e-06,0.99992,1.1291661e-07
ID_DCMDEF,6.2304565e-07,0.9999987,5.875706e-07,8.70717e-08
ID_DCSXUC,0.9997149,1.843938e-05,0.0002648593,1.8057234e-06
ID_DCYZXZ,6.273593e-06,3.0957272e-06,0.99999046,1.494801e-07
ID_DDCLES,0.00012097102,4.704649e-06,0.999874,2.538787e-07
ID_DDERSC,0.9999871,4.5083752e-06,8.170872e-06,2.3325626e-07
ID_DDGNIM,0.99639076,8.4019804e-05,0.0035193488,5.8515293e-06
ID_DEACVT,6.1053784e-06,5.4790846e-05,4.3958034e-06,0.9999347
ID_DEFZNC,0.0007135004,5.3146323e-05,0.99923253,8.8530203e-07
ID_DEHZSK,0.98919827,0.000161356,0.010626448,1.3974262e-05
ID_DESNNL,0.000108122484,6.788851e-05,0.99982184,2.1197557e-06
ID_DFXCET,2.7595952e-05,7.498907e-06,0.9999641,7.8032866e-07
ID_DGIHFW,1.021558e-06,0.9999982,3.5604245e-07,3.8620445e-07
ID_DGMYWY,5.410105e-05,2.5089396e-06,0.99994326,1.3539069e-07
ID_DHEWQO,2.8014165e-06,0.007692928,2.3140567e-06,0.99230194
ID_DHGWGW,3.3370227e-06,4.0572986e-06,0.9999925,8.4379224e-08
ID_DHZVMF,5.162083e-07,0.99999774,1.7127866e-06,7.1123814e-08
ID_DIHNQA,3.455197e-05,5.8066894e-06,0.99995947,2.2448064e-07
ID_DJFCZY,5.013819e-07,6.5579484e-06,8.637413e-07,0.99999213
ID_DKLXBK,1.560313e-05,3.104616e-05,0.9999522,1.1616928e-06
ID_DLHWNC,9.725255e-07,2.0462687e-05,4.4120523e-07,0.99997807
ID_DLQHZF,3.271855e-06,5.612943e-05,2.470133e-06,0.99993813
ID_DMOSUZ,1.37943725e-05,1.4656548e-06,0.99998474,4.7310333e-08
ID_DPIERJ,0.99976295,1.0650374e-05,0.00022546467,8.949167e-07
ID_DPYKSG,0.0022648817,0.00013487018,0.9975974,2.8048808e-06
ID_DQGGYD,5.1620884e-07,0.9999988,5.3126854e-07,1.4296403e-07
ID_DQRJKX,4.4939722e-07,1.8207316e-05,7.4707384e-07,0.99998057
ID_DQSPHV,4.3826083e-05,0.001175967,4.5173565e-05,0.998735
ID_DQYBXD,0.9639768,0.0002496379,0.03575916,1.4450476e-05
ID_DRBNSZ,0.0012279662,0.00052264164,0.99822,2.9332503e-05
ID_DRCHAK,3.0726082e-07,1.985343e-05,4.312402e-07,0.9999794
ID_DSBIZA,1.028351e-06,4.0764726e-06,8.681314e-07,0.99999404
ID_DSPHUD,3.360948e-07,0.9999989,6.67286e-07,9.0133966e-08
ID_DTOEMP,3.0112215e-05,7.605512e-06,0.99996185,3.7568472e-07
ID_DUQOMR,7.644494e-07,0.99999833,6.672856e-07,2.2036559e-07
ID_DVNEFD,1.1353841e-05,4.8086235e-06,0.9999832,6.3126623e-07
ID_DVPYOJ,8.563089e-07,0.99999785,8.0755234e-07,4.4782627e-07
ID_DYXRFB,0.00015633863,3.136676e-05,0.9998118,5.22502e-07
ID_DYYGRW,5.8711386e-05,1.416397e-05,0.9999267,4.612231e-07
ID_DZAKRS,1.0647674e-06,0.99999714,1.1487064e-06,6.8014157e-07
ID_DZCDNY,0.9997477,1.594848e-05,0.0002353651,1.0085018e-06
ID_DZKIUK,6.2304554e-07,0.99999857,4.2315307e-07,3.9049698e-07
ID_DZTHPW,0.9996959,6.983022e-05,0.00022696395,7.3288056e-06
ID_DZYFXF,1.6944635e-06,0.9999969,9.616581e-07,4.7031392e-07
ID_EANLQD,7.538399e-05,1.9039911e-05,0.99990416,1.3946185e-06
ID_EAPIEV,1.1079567e-06,2.8176798e-06,1.240713e-06,0.9999949
ID_EAPNYZ,0.00021852918,2.2485845e-05,0.99975854,4.676358e-07
ID_EAWZFF,1.7237451e-05,5.739187e-06,0.99997663,4.1310363e-07
ID_EBAFVX,0.99914837,0.00013703365,0.0007089473,5.6118993e-06
ID_EBELWC,4.465554e-06,0.99999356,1.4572299e-06,4.5796787e-07
ID_EBRDMD,4.0018112e-05,6.986638e-06,0.9999527,3.4511487e-07
ID_EBWXAG,3.2881857e-07,2.0021562e-06,0.9999976,8.1843645e-08
ID_ECKILA,2.4581132e-07,4.430234e-06,3.6306807e-07,0.999995
ID_ECPNHL,0.99869174,7.617909e-05,0.0012271056,4.9354376e-06
ID_EDUVCV,0.00014959322,3.136697e-05,0.9998185,5.2250545e-07
ID_EDWVNO,1.763848e-05,5.8208043e-06,0.9999764,1.2105467e-07
ID_EFHUUR,0.9995448,3.312071e-05,0.0004199975,1.9979827e-06
ID_EFKZYN,7.9735585e-08,5.8589063e-07,7.981242e-08,0.9999993
ID_EFLZAC,1.613082e-06,5.385515e-06,0.9999926,3.7306134e-07
ID_EFRAIW,4.2931383e-06,1.8701679e-06,0.9999937,1.4964945e-07
ID_EGCJWN,1.5083839e-06,1.7025576e-06,0.9999968,3.463889e-08
ID_EGRLRM,5.633441e-07,0.99999857,5.312684e-07,3.2973898e-07
ID_EGSYYO,7.004861e-07,0.99999654,2.3242233e-06,4.4745002e-07
ID_EHBSHA,1.7342202e-07,9.853327e-07,2.4918504e-07,0.99999857
ID_EHJZYV,0.9966493,0.00036076145,0.0029520236,3.786257e-05
ID_EJEHKC,0.9999747,3.860674e-06,2.1027437e-05,3.2440002e-07
ID_EJROPO,0.9999442,7.2450975e-06,4.8099886e-05,4.3241684e-07
ID_EJRTGT,5.5599976e-06,2.0726638e-06,0.99999213,2.0065654e-07
ID_EJUYIB,2.702932e-07,0.9999988,5.796557e-07,3.3465392e-07
ID_EJXDZM,0.9982514,0.00041705597,0.0013186466,1.2862513e-05
ID_EKMJZC,1.195968e-06,0.9999906,5.655911e-06,2.6176936e-06
ID_EKTTWX,1.6901268e-07,4.264646e-06,2.6888978e-07,0.99999535
ID_ELCGSP,6.2304565e-07,0.9999987,5.700967e-07,7.8661365e-08
ID_ELMXSH,1.9740699e-05,6.2218846e-06,0.9999738,3.0042955e-07
ID_ELWLMP,7.918297e-06,0.000195316,6.7220053e-06,0.99979
ID_EMAJOW,0.0002542448,2.9087038e-05,0.999716,6.431056e-07
ID_ENGLHB,6.2636122e-06,0.020554291,2.3523112e-06,0.97943705
ID_ENHCCD,1.5121689e-06,0.99999666,9.896789e-07,8.8475474e-07
ID_ENOODO,0.9998035,2.0252564e-05,0.00017489673,1.3736078e-06
ID_EOMOBF,1.2037354e-07,1.8937733e-06,1.363033e-07,0.99999785
ID_ERGQHM,0.49009123,0.0011968048,0.50866437,4.7596342e-05
ID_ERUQTZ,0.002001995,1.9673305e-05,0.9979779,4.9131296e-07
ID_ESCLBF,3.6275725e-07,8.178765e-06,2.6977375e-07,0.9999912
ID_ESOHQM,0.00037040343,1.6140644e-05,0.9996131,4.0308973e-07
ID_EUHSAJ,5.955933e-06,0.9999919,1.6563779e-06,5.502145e-07
ID_EUMUND,0.008013617,0.00053624867,0.99142706,2.3055245e-05
ID_EUOCRC,0.9997743,2.0782258e-05,0.000202969,2.0144403e-06
ID_EVQEWK,0.99996257,7.788729e-06,2.904478e-05,6.544612e-07
ID_EWAEEB,1.3330666e-05,4.2121255e-06,0.99998224,2.4701373e-07
ID_EWBQCC,0.9983637,4.664208e-05,0.0015860462,3.6492613e-06
ID_EWLDSP,3.7943712e-06,0.00015389871,1.1167411e-05,0.9998311
ID_EWXVSN,3.730913e-05,0.0005666882,3.722902e-05,0.99935883
ID_EWYNGD,2.6460497e-05,2.4224848e-05,0.99994874,5.7700805e-07
ID_EWZCIA,1.4995244e-06,5.5585315e-05,3.3312374e-06,0.99993956
ID_EXBCAT,2.8543843e-07,4.881842e-06,1.3592128e-06,0.99999344
ID_EXIPCZ,3.9944203e-07,0.99999905,4.431412e-07,6.1079085e-08
ID_EYRGGZ,6.230457e-07,0.9999988,4.2315315e-07,1.6930703e-07
ID_EYVEPQ,6.8280707e-07,5.789015e-07,1.1317901e-06,0.9999976
ID_EZJDLE,2.1644151e-05,5.8908623e-05,5.3768304e-06,0.99991405
ID_EZTVQT,0.9999821,4.3586165e-06,1.3201959e-05,3.6624016e-07
ID_FAMGIP,3.9944197e-07,0.9999989,3.9487495e-07,2.3380309e-07
ID_FBVDCV,0.25824094,0.001423104,0.74029124,4.4720076e-05
ID_FDJQKW,9.813579e-06,0.00023012678,5.553865e-06,0.9997545
ID_FGBIVM,8.2391756e-07,0.9999981,7.191952e-07,3.3007234e-07
ID_FGIJSX,5.2704405e-07,0.9999949,8.676057e-07,3.788744e-06
ID_FHIWZA,4.1428436e-07,3.516335e-05,2.3578832e-06,0.9999621
ID_FHKIGB,0.99956995,1.9785e-05,0.00040898513,1.2311344e-06
ID_FJZWNX,1.096141e-06,0.0006422497,5.7683383e-06,0.99935085
ID_FKCFBO,4.5361637e-07,2.8499483e-07,0.9999993,1.40777106e-08
ID_FKSASE,1.7472814e-05,7.792936e-06,0.99997437,3.849428e-07
ID_FLPTMS,0.99982554,5.1112856e-05,0.00012158693,1.8283107e-06
ID_FNCBDC,7.140941e-07,1.298603e-05,4.5782372e-07,0.9999858
ID_FNIOOK,0.99240404,0.0005909802,0.006990996,1.39732865e-05
ID_FNMLKG,0.99998844,9.347991e-06,1.8072823e-06,4.005448e-07
ID_FOVLQW,1.3085575e-05,2.6438543e-06,0.99998415,1.7512755e-07
ID_FQEEFC,7.5682806e-06,3.953401e-05,5.082014e-06,0.9999478
ID_FQMGPK,6.116963e-07,0.9999989,4.651224e-07,5.151444e-08
ID_FRMCKJ,2.437484e-05,7.298121e-06,0.9999682,1.5177841e-07
ID_FRTXEK,0.9999367,8.897688e-06,5.386974e-05,5.6266816e-07
ID_FSTZWF,7.846606e-07,0.9999974,1.3218003e-06,5.0868897e-07
ID_FSVRAD,2.88002e-07,3.5564976e-06,4.7737905e-07,0.9999957
ID_FSYFIA,5.2704456e-07,0.9999958,8.676065e-07,2.7655537e-06
ID_FTAXBU,0.997897,3.391924e-05,0.0020664476,2.574814e-06
ID_FUMEPV,6.2892826e-07,0.9999987,4.2714845e-07,2.2240856e-07
ID_FVXHYB,0.99998033,2.5765796e-06,1.6904576e-05,1.5378059e-07
ID_FVYNDH,2.1509584e-07,2.8861798e-06,4.8706045e-07,0.9999964
ID_FWTBNG,6.971337e-05,1.1360909e-05,0.999918,9.619537e-07
ID_FXILGC,1.0673177e-06,0.99999857,2.1077831e-07,1.1041987e-07
ID_FYCAFU,6.2543285e-07,0.9999987,5.8982187e-07,5.325094e-08
ID_FYMQCV,0.9999776,5.2623573e-06,1.6720658e-05,4.421789e-07
ID_GAQOSA,6.402948e-07,6.381414e-06,4.3573212e-07,0.9999925
ID_GBCCNJ,0.00026734415,4.2539847e-05,0.999688,2.101314e-06
ID_GCQNBX,7.4330075e-07,0.9999908,1.2236015e-06,7.1867953e-06
ID_GDAVXE,0.00051519653,1.5954953e-05,0.9994678,1.0221598e-06
ID_GDNXCQ,0.9999943,2.6894604e-06,2.8453403e-06,1.9035251e-07
ID_GEIAET,9.761706e-07,3.5824044e-07,0.9999987,1.9331845e-08
ID_GGUPKG,0.9999875,1.4430211e-06,1.0945983e-05,9.787123e-08
ID_GITYQY,8.801717e-07,0.99999785,7.4204667e-07,4.81847e-07
ID_GIUONV,7.36849e-05,2.3904813e-05,0.99990094,1.5217148e-06
ID_GJDSLM,0.99978477,1.6232154e-05,0.00019869216,3.1174665e-07
ID_GKGCDS,2.544752e-06,3.4553946e-06,1.1182652e-05,0.99998283
ID_GKKZPM,7.8465945e-07,0.99999595,2.7291358e-06,5.012174e-07
ID_GLCXOZ,0.0005315535,4.0773895e-05,0.9994271,6.792049e-07
ID_GLDSLL,1.3620753e-07,2.4911049e-07,0.99999964,1.2305153e-08
ID_GLLBKQ,0.9996723,2.3728946e-05,0.00030164866,2.32372e-06
ID_GMAGLB,5.7356294e-05,2.6304791e-05,0.99991584,5.4705805e-07
ID_GMYKDR,0.9999958,1.6809322e-06,2.3995901e-06,1.14007264e-07
ID_GNHNVJ,0.9982085,6.235784e-05,0.0017229123,6.1630963e-06
ID_GOKJUH,0.9993123,0.0003428343,0.00032411388,2.0819181e-05
ID_GOLPVM,0.99925584,2.5042886e-05,0.0007173423,1.7209976e-06
ID_GPUNWD,5.6334414e-07,0.9999987,3.8260575e-07,3.2973904e-07
ID_GPZVGY,0.00053297577,4.2593823e-05,0.9994236,8.858201e-07
ID_GRTEMJ,4.4655535e-06,0.99999344,1.6823652e-06,4.5796781e-07
ID_GSFJFC,3.0507455e-05,0.014197571,3.577782e-05,0.9857362
ID_GSOESB,7.075462e-07,0.00015223489,1.6605446e-06,0.9998454
ID_GTODPC,7.285584e-06,4.098274e-06,0.9999883,2.7539147e-07
ID_GUEYOJ,1.08055204e-07,1.08031095e-07,5.774352e-07,0.99999917
ID_GUQQOZ,0.00017915314,9.989967e-06,0.99980944,1.4355724e-06
ID_GUYLSW,0.00033423217,1.608417e-05,0.9996489,7.9449956e-07
ID_GVPQXB,1.0451021e-07,4.5894723e-07,9.4706586e-08,0.9999993
ID_GVZZFW,4.212492e-06,2.7084004e-06,0.99999285,1.7940289e-07
ID_GWJDGL,4.4962135e-06,1.0172632e-05,0.99998474,5.451172e-07
ID_GXAHTP,0.74621403,0.0019497228,0.25164896,0.00018730927
ID_GXGVNB,5.114454e-07,1.0081576e-07,4.5601263e-07,0.9999989
ID_GXSXOM,1.612529e-06,0.00014718078,3.0514805e-06,0.9998481
ID_GZVBSJ,4.1055496e-06,0.9999949,5.2183265e-07,4.5796847e-07
ID_HAGLMG,0.999985,6.5115228e-06,8.002774e-06,5.471417e-07
ID_HCHMLH,5.27046e-07,0.99999845,8.676088e-07,1.410208e-07
ID_HCITXL,3.5453486e-05,0.99994147,1.9300962e-05,3.7805507e-06
ID_HDJRBM,9.543736e-07,0.9999968,2.0137338e-06,2.7294647e-07
ID_HECJPL,7.694393e-08,4.3961006e-07,3.805571e-07,0.99999905
ID_HEJUMM,5.6006405e-07,8.408391e-05,1.801747e-06,0.9999136
ID_HEYXJI,0.9998734,8.041617e-06,0.00011813924,3.448467e-07
ID_HFCFFD,0.99976665,3.556716e-05,0.00019572277,2.122082e-06
ID_HFFTBQ,1.426117e-07,1.3096948e-07,2.8253467e-07,0.9999994
ID_HGAKXN,1.1619911e-06,0.9999964,1.793653e-06,6.0768923e-07
ID_HGCFTR,2.7158405e-06,0.99999535,1.4572325e-06,4.579687e-07
ID_HGLFGL,4.77608e-07,8.039622e-06,7.4016e-07,0.9999907
ID_HGSQFS,4.9643e-07,7.0652377e-06,9.998682e-07,0.9999914
ID_HGWDFO,3.5994424e-05,1.2666334e-05,0.9999511,2.1099375e-07
ID_HHJOJF,5.889299e-05,1.6644497e-05,0.9999242,2.7726108e-07
ID_HHQNRS,0.0001235445,4.5005134e-05,0.99983,1.3878894e-06
ID_HIJDMN,3.9944203e-07,0.99999905,3.94875e-07,1.5767164e-07
ID_HITNRL,4.69154e-05,1.6142601e-05,0.99993646,5.3569147e-07
ID_HJFWMV,5.93664e-05,1.7663522e-05,0.99992263,2.942361e-07
ID_HJGLOZ,0.00079466,0.9972253,0.0003191248,0.001660947
ID_HJNVPV,0.9998024,1.2655685e-05,0.0001841884,8.173794e-07
ID_HJRWRC,5.488126e-07,1.4263442e-05,2.9203434e-06,0.99998224
ID_HKLNTW,0.99859315,0.00014453128,0.0012458172,1.64844e-05
ID_HLDEDL,3.989512e-07,4.4686938e-05,8.703248e-07,0.999954
ID_HLUGGK,0.999984,5.35054e-06,1.0239336e-05,3.6289447e-07
ID_HMFMLT,0.9981964,0.00010486518,0.0016926554,6.0701927e-06
ID_HMTIMT,0.9998697,3.5691864e-05,9.293645e-05,1.6600972e-06
ID_HMXDQX,7.878374e-06,0.00084460655,7.861457e-06,0.99913967
ID_HPVLUO,1.1997973e-07,1.6912901e-07,1.0904201e-07,0.99999964
ID_HQJZSF,1.5684525e-06,2.475653e-05,2.212724e-05,0.9999516
ID_HQMIJT,9.552907e-07,0.99999785,9.0089827e-07,2.3703171e-07
ID_HRVNSM,1.1749614e-06,0.9999968,1.5065293e-06,5.3587917e-07
ID_HRYIFA,0.9981287,0.000114412214,0.001749377,7.5587063e-06
ID_HSUKYJ,1.0647674e-06,0.99999714,1.1487064e-06,6.8014157e-07
ID_HTVJNB,5.633441e-07,0.99999857,5.569031e-07,3.2973898e-07
ID_HTVKWC,2.7186812e-07,2.9764922e-06,7.7957026e-07,0.99999595
ID_HUFMBH,6.331728e-05,1.784669e-05,0.99991846,3.7115612e-07
ID_HVISJK,1.0651625e-07,9.177354e-08,2.7426017e-07,0.9999995
ID_HWKIFI,0.0003931257,0.9989743,0.00013581941,0.0004967058
ID_HWYATC,1.0826815e-06,0.999997,1.5881561e-06,2.7665715e-07
